country_name,country_code,base_year,forecast_year,current_hdi,forecast_hdi,hdi_change
Angola,AGO,2017,2022,0.5552212058827873,0.6323876,0.0772
Angola,AGO,2018,2023,0.5584400196879454,0.6323876,0.0739
Angola,AGO,2019,2024,0.5550997278015313,0.6323876,0.0773
Angola,AGO,2020,2025,0.5419391533431853,0.6323876,0.0904
Angola,AGO,2021,2026,0.5516236442996302,0.6323876,0.0808
Albania,ALB,2017,2022,0.7958587983720112,0.8150034,0.0191
Albania,ALB,2018,2023,0.8042462250257882,0.8150034,0.0108
Albania,ALB,2019,2024,0.8052945771548803,0.8150034,0.0097
Albania,ALB,2020,2025,0.7975656842601008,0.8150034,0.0174
Albania,ALB,2021,2026,0.8001970234390209,0.8150034,0.0148
United Arab Emirates,ARE,2017,2022,0.926149803029678,0.897058,-0.0291
United Arab Emirates,ARE,2018,2023,0.9293178553610144,0.897058,-0.0323
United Arab Emirates,ARE,2019,2024,0.9289931160185496,0.897058,-0.0319
United Arab Emirates,ARE,2020,2025,0.918664393926294,0.897058,-0.0216
United Arab Emirates,ARE,2021,2026,0.9114737090570538,0.897058,-0.0144
Argentina,ARG,2017,2022,0.8691205811425541,0.86880016,-0.0003
Argentina,ARG,2018,2023,0.8619589065759535,0.86880016,0.0068
Argentina,ARG,2019,2024,0.8559056935891811,0.86880016,0.0129
Argentina,ARG,2020,2025,0.8455634725210891,0.86880016,0.0232
Argentina,ARG,2021,2026,0.8456540184395566,0.86880016,0.0231
Armenia,ARM,2017,2022,0.7397252944331622,0.78836644,0.0486
Armenia,ARM,2018,2023,0.7356004327537388,0.78836644,0.0528
Armenia,ARM,2019,2024,0.7524280932924062,0.78836644,0.0359
Armenia,ARM,2020,2025,0.7366363499642334,0.78836644,0.0517
Armenia,ARM,2021,2026,0.7352426058586504,0.78836644,0.0531
Australia,AUS,2017,2022,0.9509528497951152,0.920429,-0.0305
Australia,AUS,2018,2023,0.9543625222750476,0.920429,-0.0339
Australia,AUS,2019,2024,0.9535306787781213,0.920429,-0.0331
Australia,AUS,2020,2025,0.9525801150643506,0.920429,-0.0322
Australia,AUS,2021,2026,0.9590546412275218,0.920429,-0.0386
Austria,AUT,2017,2022,0.9113909632501996,0.8989497,-0.0124
Austria,AUT,2018,2023,0.9131949405860212,0.8989497,-0.0142
Austria,AUT,2019,2024,0.9131156486808282,0.8989497,-0.0142
Austria,AUT,2020,2025,0.9090089232198796,0.8989497,-0.0101
Austria,AUT,2021,2026,0.9127198691720968,0.8989497,-0.0138
Azerbaijan,AZE,2017,2022,0.6922684130508826,0.7827281,0.0905
Azerbaijan,AZE,2018,2023,0.7645172253252959,0.7827281,0.0182
Azerbaijan,AZE,2019,2024,0.7672350385615164,0.7827281,0.0155
Azerbaijan,AZE,2020,2025,0.748781416639417,0.7827281,0.0339
Azerbaijan,AZE,2021,2026,0.7613834205013553,0.7827281,0.0213
Burundi,BDI,2017,2022,0.4535993180077891,0.5511733,0.0976
Burundi,BDI,2018,2023,0.4531198601137223,0.5511733,0.0981
Burundi,BDI,2019,2024,0.4422677023944866,0.5511733,0.1089
Burundi,BDI,2020,2025,0.4474126153272001,0.5511733,0.1038
Burundi,BDI,2021,2026,0.4466373078349097,0.5511733,0.1045
Belgium,BEL,2017,2022,0.9384199158765808,0.91690755,-0.0215
Belgium,BEL,2018,2023,0.9417979101336564,0.91690755,-0.0249
Belgium,BEL,2019,2024,0.9429836546641348,0.91690755,-0.0261
Belgium,BEL,2020,2025,0.9364025770115402,0.91690755,-0.0195
Belgium,BEL,2021,2026,0.9459335365234376,0.91690755,-0.029
Benin,BEN,2017,2022,0.5325459687460765,0.6259097,0.0934
Benin,BEN,2018,2023,0.5367567315525436,0.6259097,0.0892
Benin,BEN,2019,2024,0.5368585243963636,0.6259097,0.0891
Benin,BEN,2020,2025,0.5403628705260921,0.6259097,0.0855
Benin,BEN,2021,2026,0.5415214405979629,0.6259097,0.0844
Burkina Faso,BFA,2017,2022,0.4508883144285167,0.55658704,0.1057
Burkina Faso,BFA,2018,2023,0.4644737120855368,0.55658704,0.0921
Burkina Faso,BFA,2019,2024,0.4667195117435762,0.55658704,0.0899
Burkina Faso,BFA,2020,2025,0.4708751097798027,0.55658704,0.0857
Burkina Faso,BFA,2021,2026,0.4721731100717459,0.55658704,0.0844
Bangladesh,BGD,2017,2022,0.6420441449384926,0.7001798,0.0581
Bangladesh,BGD,2018,2023,0.6571706252677414,0.7001798,0.043
Bangladesh,BGD,2019,2024,0.6621362225303522,0.7001798,0.038
Bangladesh,BGD,2020,2025,0.6587648621117107,0.7001798,0.0414
Bangladesh,BGD,2021,2026,0.6611390124832649,0.7001798,0.039
Bulgaria,BGR,2017,2022,0.8078911916398278,0.8519431,0.0441
Bulgaria,BGR,2018,2023,0.8090356333201375,0.8519431,0.0429
Bulgaria,BGR,2019,2024,0.8116386485312872,0.8519431,0.0403
Bulgaria,BGR,2020,2025,0.8051470071364325,0.8519431,0.0468
Bulgaria,BGR,2021,2026,0.8026043006961247,0.8519431,0.0493
Bahrain,BHR,2017,2022,0.886502237647209,0.9006074,0.0141
Bahrain,BHR,2018,2023,0.8773845036813981,0.9006074,0.0232
Bahrain,BHR,2019,2024,0.8742705376353062,0.9006074,0.0263
Bahrain,BHR,2020,2025,0.8617801142847924,0.9006074,0.0388
Bahrain,BHR,2021,2026,0.8632633083340355,0.9006074,0.0373
"Bahamas, The",BHS,2017,2022,0.794581452458402,0.8046546,0.0101
"Bahamas, The",BHS,2018,2023,0.7641808884243,0.8046546,0.0405
"Bahamas, The",BHS,2019,2024,0.7532863297821542,0.8046546,0.0514
"Bahamas, The",BHS,2020,2025,0.7508129529714259,0.8046546,0.0538
"Bahamas, The",BHS,2021,2026,0.7463564773901766,0.8046546,0.0583
Bosnia and Herzegovina,BIH,2017,2022,0.7466920280590763,0.7702786,0.0236
Bosnia and Herzegovina,BIH,2018,2023,0.7539894787984429,0.7702786,0.0163
Bosnia and Herzegovina,BIH,2019,2024,0.751972598295362,0.7702786,0.0183
Bosnia and Herzegovina,BIH,2020,2025,0.7458715113376445,0.7702786,0.0244
Bosnia and Herzegovina,BIH,2021,2026,0.7458939720822172,0.7702786,0.0244
Belarus,BLR,2017,2022,0.8060056428630844,0.8539298,0.0479
Belarus,BLR,2018,2023,0.80645292270586,0.8539298,0.0475
Belarus,BLR,2019,2024,0.8094805279381584,0.8539298,0.0444
Belarus,BLR,2020,2025,0.7982924163671495,0.8539298,0.0556
Belarus,BLR,2021,2026,0.8032032409417657,0.8539298,0.0507
Belize,BLZ,2017,2022,0.736527637430445,0.78238344,0.0459
Belize,BLZ,2018,2023,0.741565136341083,0.78238344,0.0408
Belize,BLZ,2019,2024,0.7469580878612327,0.78238344,0.0354
Belize,BLZ,2020,2025,0.7361035633195673,0.78238344,0.0463
Belize,BLZ,2021,2026,0.7392374874103865,0.78238344,0.0431
Bolivia,BOL,2017,2022,0.7202288957353483,0.796488,0.0763
Bolivia,BOL,2018,2023,0.7206304802239135,0.796488,0.0759
Bolivia,BOL,2019,2024,0.7211462152280315,0.796488,0.0753
Bolivia,BOL,2020,2025,0.6926410447565692,0.796488,0.1038
Bolivia,BOL,2021,2026,0.6902955961188194,0.796488,0.1062
Brazil,BRA,2017,2022,0.8068819152236774,0.8501308,0.0432
Brazil,BRA,2018,2023,0.8049103701005839,0.8501308,0.0452
Brazil,BRA,2019,2024,0.8045695049404262,0.8501308,0.0456
Brazil,BRA,2020,2025,0.789231047768521,0.8501308,0.0609
Brazil,BRA,2021,2026,0.7871754529640901,0.8501308,0.063
Barbados,BRB,2017,2022,0.8729453925987469,0.8674642,-0.0055
Barbados,BRB,2018,2023,0.8672717090127207,0.8674642,0.0002
Barbados,BRB,2019,2024,0.8655790165428666,0.8674642,0.0019
Barbados,BRB,2020,2025,0.8611591334273608,0.8674642,0.0063
Barbados,BRB,2021,2026,0.8644702657548796,0.8674642,0.003
Brunei Darussalam,BRN,2017,2022,0.8369428599655038,0.8618524,0.0249
Brunei Darussalam,BRN,2018,2023,0.8427804986166313,0.8618524,0.0191
Brunei Darussalam,BRN,2019,2024,0.837921019016664,0.8618524,0.0239
Brunei Darussalam,BRN,2020,2025,0.8333676795403174,0.8618524,0.0285
Brunei Darussalam,BRN,2021,2026,0.8378325427741101,0.8618524,0.024
Bhutan,BTN,2017,2022,0.7237784145911449,0.76964587,0.0459
Bhutan,BTN,2018,2023,0.7318211160260194,0.76964587,0.0378
Bhutan,BTN,2019,2024,0.7351112043820144,0.76964587,0.0345
Bhutan,BTN,2020,2025,0.7318413790726681,0.76964587,0.0378
Bhutan,BTN,2021,2026,0.7370560409444286,0.76964587,0.0326
Botswana,BWA,2017,2022,0.6992997626730107,0.7475464,0.0482
Botswana,BWA,2018,2023,0.7052316044276452,0.7475464,0.0423
Botswana,BWA,2019,2024,0.7075990668672146,0.7475464,0.0399
Botswana,BWA,2020,2025,0.7049009426298912,0.7475464,0.0426
Botswana,BWA,2021,2026,0.6933230400170681,0.7475464,0.0542
Central African Republic,CAF,2017,2022,0.2998996599808524,0.41643137,0.1165
Central African Republic,CAF,2018,2023,0.333988994638534,0.41643137,0.0824
Central African Republic,CAF,2019,2024,0.2391344848507758,0.41643137,0.1773
Central African Republic,CAF,2020,2025,0.3269020626956767,0.41643137,0.0895
Central African Republic,CAF,2021,2026,0.2824034897370622,0.41643137,0.134
Canada,CAN,2017,2022,0.9408221106391388,0.924305,-0.0165
Canada,CAN,2018,2023,0.941990252143262,0.924305,-0.0177
Canada,CAN,2019,2024,0.9434476144372342,0.924305,-0.0191
Canada,CAN,2020,2025,0.9381742185163991,0.924305,-0.0139
Canada,CAN,2021,2026,0.9455984622471596,0.924305,-0.0213
Switzerland,CHE,2017,2022,0.9479865611630026,0.92080194,-0.0272
Switzerland,CHE,2018,2023,0.9505368674118068,0.92080194,-0.0297
Switzerland,CHE,2019,2024,0.9507245081135222,0.92080194,-0.0299
Switzerland,CHE,2020,2025,0.9474200093944024,0.92080194,-0.0266
Switzerland,CHE,2021,2026,0.9541736133786928,0.92080194,-0.0334
Chile,CHL,2017,2022,0.8665503934562904,0.88733995,0.0208
Chile,CHL,2018,2023,0.8699949962475654,0.88733995,0.0173
Chile,CHL,2019,2024,0.8659471899062902,0.88733995,0.0214
Chile,CHL,2020,2025,0.8576543916805393,0.88733995,0.0297
Chile,CHL,2021,2026,0.8636752038878889,0.88733995,0.0237
China,CHN,2017,2022,0.7882774251284386,0.8315325,0.0433
China,CHN,2018,2023,0.7949131227044073,0.8315325,0.0366
China,CHN,2019,2024,0.7969344628232456,0.8315325,0.0346
China,CHN,2020,2025,0.7983407620791,0.8315325,0.0332
China,CHN,2021,2026,0.8062268549703492,0.8315325,0.0253
Cote d'Ivoire,CIV,2017,2022,0.5218448101185407,0.61116725,0.0893
Cote d'Ivoire,CIV,2018,2023,0.53537234280954,0.61116725,0.0758
Cote d'Ivoire,CIV,2019,2024,0.5491544183091491,0.61116725,0.062
Cote d'Ivoire,CIV,2020,2025,0.5492234260186482,0.61116725,0.0619
Cote d'Ivoire,CIV,2021,2026,0.5545082276880468,0.61116725,0.0567
Cameroon,CMR,2017,2022,0.5551047011405771,0.6640839,0.109
Cameroon,CMR,2018,2023,0.5596415845039339,0.6640839,0.1044
Cameroon,CMR,2019,2024,0.5605885706232422,0.6640839,0.1035
Cameroon,CMR,2020,2025,0.5605025209755813,0.6640839,0.1036
Cameroon,CMR,2021,2026,0.5608945629421243,0.6640839,0.1032
"Congo, Dem. Rep.",COD,2017,2022,0.4569402777932449,0.55258197,0.0956
"Congo, Dem. Rep.",COD,2018,2023,0.4659875019811847,0.55258197,0.0866
"Congo, Dem. Rep.",COD,2019,2024,0.4663553702530112,0.55258197,0.0862
"Congo, Dem. Rep.",COD,2020,2025,0.4658329660741575,0.55258197,0.0867
"Congo, Dem. Rep.",COD,2021,2026,0.4718981301420874,0.55258197,0.0807
"Congo, Rep.",COG,2017,2022,0.5618149969206795,0.62698764,0.0652
"Congo, Rep.",COG,2018,2023,0.5706547368059655,0.62698764,0.0563
"Congo, Rep.",COG,2019,2024,0.5615895306691436,0.62698764,0.0654
"Congo, Rep.",COG,2020,2025,0.5586649819146128,0.62698764,0.0683
"Congo, Rep.",COG,2021,2026,0.566741796344487,0.62698764,0.0602
Colombia,COL,2017,2022,0.7960139160838043,0.83984697,0.0438
Colombia,COL,2018,2023,0.8043543272679868,0.83984697,0.0355
Colombia,COL,2019,2024,0.8033258423546193,0.83984697,0.0365
Colombia,COL,2020,2025,0.7866520319645266,0.83984697,0.0532
Colombia,COL,2021,2026,0.7832031404609259,0.83984697,0.0566
Cabo Verde,CPV,2017,2022,0.7587721071874935,0.80425125,0.0455
Cabo Verde,CPV,2018,2023,0.7488791940820488,0.80425125,0.0554
Cabo Verde,CPV,2019,2024,0.752409186472775,0.80425125,0.0518
Cabo Verde,CPV,2020,2025,0.7367688103363408,0.80425125,0.0675
Cabo Verde,CPV,2021,2026,0.7439675774481217,0.80425125,0.0603
Costa Rica,CRI,2017,2022,0.88244378567759,0.88349986,0.0011
Costa Rica,CRI,2018,2023,0.8837264101541858,0.88349986,-0.0002
Costa Rica,CRI,2019,2024,0.8855543666365654,0.88349986,-0.0021
Costa Rica,CRI,2020,2025,0.8814621245822786,0.88349986,0.002
Costa Rica,CRI,2021,2026,0.8752112986926558,0.88349986,0.0083
Cyprus,CYP,2017,2022,0.8879242311589571,0.88453215,-0.0034
Cyprus,CYP,2018,2023,0.8917405477350121,0.88453215,-0.0072
Cyprus,CYP,2019,2024,0.8914184553648861,0.88453215,-0.0069
Cyprus,CYP,2020,2025,0.8889246407159351,0.88453215,-0.0044
Cyprus,CYP,2021,2026,0.8920290022050228,0.88453215,-0.0075
Czechia,CZE,2017,2022,0.8775537975740907,0.8861935,0.0086
Czechia,CZE,2018,2023,0.8788265869844752,0.8861935,0.0074
Czechia,CZE,2019,2024,0.88031168547063,0.8861935,0.0059
Czechia,CZE,2020,2025,0.8747999240783327,0.8861935,0.0114
Czechia,CZE,2021,2026,0.8766204678480695,0.8861935,0.0096
Germany,DEU,2017,2022,0.9005835317237527,0.903547,0.003
Germany,DEU,2018,2023,0.9002823291224898,0.903547,0.0033
Germany,DEU,2019,2024,0.9010923641539966,0.903547,0.0025
Germany,DEU,2020,2025,0.8997388850161921,0.903547,0.0038
Germany,DEU,2021,2026,0.9024347801661096,0.903547,0.0011
Djibouti,DJI,2017,2022,0.5510040670656481,0.6131479,0.0621
Djibouti,DJI,2018,2023,0.5657137492437563,0.6131479,0.0474
Djibouti,DJI,2019,2024,0.5702532007031099,0.6131479,0.0429
Djibouti,DJI,2020,2025,0.578186585678604,0.6131479,0.035
Djibouti,DJI,2021,2026,0.5788857655368357,0.6131479,0.0343
Denmark,DNK,2017,2022,0.946958170710662,0.92760366,-0.0194
Denmark,DNK,2018,2023,0.9487532368495816,0.92760366,-0.0211
Denmark,DNK,2019,2024,0.949785622149692,0.92760366,-0.0222
Denmark,DNK,2020,2025,0.9514864625309206,0.92760366,-0.0239
Denmark,DNK,2021,2026,0.9555443368026608,0.92760366,-0.0279
Dominican Republic,DOM,2017,2022,0.7364880382142274,0.7808556,0.0444
Dominican Republic,DOM,2018,2023,0.74033588777364,0.7808556,0.0405
Dominican Republic,DOM,2019,2024,0.7450286651803294,0.7808556,0.0358
Dominican Republic,DOM,2020,2025,0.7375787741428491,0.7808556,0.0433
Dominican Republic,DOM,2021,2026,0.7404624090996744,0.7808556,0.0404
Algeria,DZA,2017,2022,0.7902845877996646,0.82615954,0.0359
Algeria,DZA,2018,2023,0.7910384140732455,0.82615954,0.0351
Algeria,DZA,2019,2024,0.7906874624188039,0.82615954,0.0355
Algeria,DZA,2020,2025,0.7728409356981031,0.82615954,0.0533
Algeria,DZA,2021,2026,0.7857793724209827,0.82615954,0.0404
Ecuador,ECU,2017,2022,0.8141963875327125,0.84560865,0.0314
Ecuador,ECU,2018,2023,0.8168748233829121,0.84560865,0.0287
Ecuador,ECU,2019,2024,0.8164374905429881,0.84560865,0.0292
Ecuador,ECU,2020,2025,0.7875316332947851,0.84560865,0.0581
Ecuador,ECU,2021,2026,0.7949083738660384,0.84560865,0.0507
"Egypt, Arab Rep.",EGY,2017,2022,0.7029964078148404,0.7624251,0.0594
"Egypt, Arab Rep.",EGY,2018,2023,0.7094241805402935,0.7624251,0.053
"Egypt, Arab Rep.",EGY,2019,2024,0.7222950365650367,0.7624251,0.0401
"Egypt, Arab Rep.",EGY,2020,2025,0.7223793585607202,0.7624251,0.04
"Egypt, Arab Rep.",EGY,2021,2026,0.7220089737261582,0.7624251,0.0404
